Prompt_ID,Category,English_Prompt,DeepSeek_V3_EN,LLaMA_3.3_EN,Gemini_2.5_Flash_EN,Ukrainian_Prompt,DeepSeek_V3_UA,LLaMA_3.3_UA,Gemini_2.5_Flash_UA
STR_064,Stress,Trying to keep up with school assignments during frequent air alerts has been really tough.,That sounds incredibly stressful—trying to focus on schoolwork while dealing with constant disruptions must be exhausting. Maybe breaking assignments into smaller chunks during quieter moments could help? You're doing great just by pushing through this. Stay safe.,"I can only imagine how stressful and challenging that must be for you. It's amazing that you're trying to stay on top of your schoolwork despite the difficult circumstances. Remember to prioritize your safety and well-being, and don't hesitate to reach out to your teachers or classmates for support when you need it. How are you coping with the air alerts themselves, is there anything that's helping you feel more secure?","That sounds incredibly stressful. It's completely understandable that you're finding it tough to focus on schoolwork with such a constant, unpredictable threat looming. Please be kind to yourself during this time.",Справлятися із шкільними завданнями під час частих повітряних тривог - це дуже важко.,"Це справді важко, але ти вже молодець, що продовжуєш намагатися. Давай спробуємо знайти спосіб, який допоможе тобі залишатися зосередженим навіть у таких умовах.","Я розумію, наскільки складно може бути справлятися із шкільними завданнями під час частих повітряних тривог. Це може бути дуже стресове і непередбачуване, роблячи ще важчою можливість зосередитися на навчанні. Як би я міг вам допомогти впоратися із цією situación? Чи є певний предмет або завдання, з яким вам зараз особливо складно?","Я розумію, що це надзвичайно складно. Постійні тривоги створюють величезний стрес і заважають зосередитися на навчанні. Пам'ятай, що твої почуття цілком нормальні в такій ситуації, і важливо бути до себе добрим."
STR_065,Stress,I'm anxious every time I need to travel because there's so much uncertainty about safety around here.,"It’s completely understandable to feel anxious—traveling can feel overwhelming when safety is uncertain. Maybe planning ahead, like checking routes or sharing your itinerary with someone you trust, could help ease some of that worry. You’re not alone in this, and small steps can make a big difference in how you feel.","It can be really overwhelming to feel uncertain about your safety while traveling, especially when it's already a stressful experience. Have you considered talking to a trusted friend or family member about your concerns, or looking into travel safety tips and resources to help you feel more prepared and in control? Sometimes, having a plan and feeling more informed can help alleviate some of that anxiety.","It's completely understandable to feel anxious about traveling when safety is a concern. Your feelings are valid, and it's okay to acknowledge them. Perhaps we could explore some ways to make your travels feel a bit more secure, or even look into destinations that offer more peace of mind?","Я відчуваю тривогу кожного разу, коли мені потрібно подорожувати, бо тут так багато невизначеності щодо безпеки.","Це абсолютно природно відчувати тривогу в таких умовах, адже безпека — це базова потреба. Спробуйте зосередитись на тому, що ви можете контролювати, наприклад, на плануванні маршруту або виборі надійного транспорту.","Чудово, що ви визнаєте свій страх, це вже перший крок до того, щоб його подолати. Розумно мати певні побоювання щодо безпеки, проте часто наші сумніви можуть бути перебільшеними. Можливо, спробувати зібрати більше інформації про місце призначення та заходи безпеки допоможе вам відчувати себе більш впевнено під час подорожі.","Я розумію, що вам зараз непросто. Відчувати тривогу за безпеку під час подорожей у такий час – це абсолютно нормально. Пам'ятайте, що турбота про себе та свою безпеку – це головне."
STR_066,Stress,Everyday chores are hard to manage with so many disruptions in power and water.,"It sounds really frustrating dealing with unreliable utilities—those disruptions can make even simple tasks feel overwhelming. Have you found any temporary solutions, like storing water or using backup power, to help manage? Hang in there; I hope things stabilize for you soon.","I can imagine how frustrating that must be for you, having to deal with constant disruptions in power and water while trying to keep up with daily chores. It's like the basics are being made difficult, and it can be really overwhelming. Have you considered reaching out to your local authorities or service providers to see if there's anything they can do to help stabilize the situation?","Oh no, that sounds incredibly frustrating and really adds a layer of difficulty to everyday life. It's completely understandable that managing chores becomes a huge challenge when you're constantly dealing with power and water disruptions. I'm really sorry you're going through that.",Повсякденні справи важко виконувати через часті відключення електрики і води.,"Це справді важко, коли базові потреби стають випробуванням. Спробуйте створити графік відключень, щоб планувати справи на цей час, і запасіться водою та джерелами світла, якщо це можливо.","Мне дуже шкода, що ви зіштовхуєтеся з такими проблемами. Часті відключення електрики і води можуть бути дуже дратівливими і впливають на повсякденне життя. Чи можете ви розглянути можливість звернення до місцевих органів влади або комунальних служб, щоб вирішити цю проблему?","Ох, я розумію, наскільки це може бути виснажливо. Коли навіть базові справи стають викликом через відключення, це дійсно вибиває з колії. Тримайтеся, сподіваюся, ситуація покращиться якомога швидше."
STR_067,Stress,"Adjusting to a new workplace after moving was harder than I thought, and I feel the stress building.","It’s completely normal to feel this way—new environments take time. Focus on small wins, like getting to know one coworker or mastering a single task each day. You’ve got this. 💪","It's completely normal to feel overwhelmed when adjusting to a new work environment, especially after a big move. It can take some time to get settled and feel comfortable with new colleagues, routines, and expectations. Remember to be patient with yourself and don't hesitate to reach out to your new team or supervisor for support when you need it. How are you taking care of yourself during this transition?",That sounds incredibly tough. It's completely understandable to feel stressed when you're navigating so many big changes at once. Remember to be kind to yourself during this transition – it takes time to settle in.,"Адаптуватися до нової роботи після переїзду виявилося важче, ніж я думав, і я відчуваю, як зростає стрес.","Звичайно, нове місце, нові обов’язки — це завжди виклик. Давай розберемося, що саме найбільше ти відчуваєш: колектив, навантаження чи щось інше? Ти не один у цьому, разом знайдемо спосіб полегшити адаптацію.","Переїзд і початок нової роботи можуть бути дійсно складними, особливо коли все це відбувається одночасно. Дайте собі час, щоб освоитися, і пам'ятайте, що нормально відчувати певний стрес у这种 ситуації. Якось я міг би допомогти вам знайти способи розслабитися та впоратися зі стресом?","Ох, це дійсно великий виклик – одразу дві такі значні зміни! Цілком нормально відчувати стрес у такій ситуації. Пам'ятай, що адаптація потребує часу, і ти обов'язково впораєшся."
STR_068,Stress,"The news cycle is so relentless and negative, it's impacting my ability to feel hopeful about the future.","It’s completely valid to feel this way—constant exposure to negativity can be draining. Try focusing on smaller, positive stories or taking breaks from the news to recharge and reconnect with the good around you.","It can be really overwhelming and draining to constantly be bombarded with negative news. Remember that you have the power to take a step back and curate the information you consume, allowing yourself to focus on stories of resilience and progress. Taking breaks from the news and prioritizing self-care can also help you cultivate a sense of hope and balance.","I completely understand how you're feeling. It's easy to get caught in a cycle of negativity when the news is so overwhelming. Remember to take breaks and focus on the positive aspects of your own life and community. There's still a lot of good happening in the world, even if it doesn't always make the headlines.","Новини завжди такі негативні та безперервні, і це впливає на мою здатність відчувати надію на майбутнє.","Я розумію, як важко залишатися спокійним, коли новини постійно підсилюють тривогу. Спробуй обмежити час, який ти приділяєш новинам, і знаходи маленькі радості щодня — вони нагадують, що світ не обмежується лише негативом. Ти не один у цьому, і разом ми знайдемо способи підтримувати надію. 💙","Це цілком зрозуміло, що постійний потік негативних новин може бути пригнічуючим і викликати відчуття безнадії. Дуже важливо дбати про свій психічний стан під час споживання інформації, наприклад, встановити межі чи робити перервки. Можливо, спробувати знайти джерела позитивних новин чи історії про людську доброту і стійкість допоможуть відновити відчуття надії. Пам'ятайте, що ви не одні в цих відчуттях, і нормально позволити собі відпочинок від інформації.","Я розумію, що постійний потік негативних новин може бути виснажливим і змушувати почуватися безнадійно. Важливо пам'ятати, що світ містить не лише негатив, і є багато людей, які щодня працюють над тим, щоб зробити його кращим. Можливо, варто спробувати обмежити споживання новин і зосередитися на позитивних аспектах життя, щоб відновити внутрішню рівновагу."
STR_069,Stress,"Every time I see something about potential attacks, I just get consumed by stress and fear.","It’s completely understandable to feel that way—uncertainty can be really overwhelming. Maybe try limiting your exposure to those triggers and focus on grounding yourself in the present moment. You’re not alone in this, and it’s okay to step back when it gets too heavy.","It's completely understandable to feel that way, especially when it seems like threats are everywhere. Remember that you're not alone in this feeling, and it's okay to take a step back and prioritize your own well-being. Taking breaks from the news or social media can help you regain a sense of control and calm. Would you like some tips on how to manage your stress and anxiety in these situations?","It sounds like you're carrying a heavy burden of worry right now, and that's completely understandable. It's natural to feel overwhelmed when faced with news of potential threats. Please remember to take a break from the news if you need to, and focus on things that bring you comfort and peace.","Кожен раз, коли дізнаюсь про можливі атаки, мене охоплює стрес і страх.","Це абсолютно природно — наш мозок так реагує на небезпеку. Давай разом подумаємо, як можна зменшити цей страх — наприклад, скласти план дій на випадок атаки, щоб відчувати більше контролю. Ти не один у цьому. 💙","Це цілком зрозуміло, що ви відчуваєте стрес і страх, коли дізнаєтеся про можливі атаки - це природна реакція на потенційну загрозу. Можливо, буде корисно розібратися в тому, як ви можете захистити себе і своє оточення, або знайти підтримку у друзів, родини чи chuyênістів, щоб зменшити ці почуття. Як ви зазвичай справляєтеся з цими емоціями?","Це абсолютно нормально відчувати стрес і страх у такі моменти. Важливо пам'ятати, що ви не наодинці з цими почуттями. Подбайте про себе, знайдіть способи відволіктися та зверніться до близьких за підтримкою, якщо вам це потрібно."
STR_070,Stress,I'm exhausted from the constant alerts and the uncertainty they bring. It's so tiring.,I hear you—that constant state of alert can really drain you. It’s okay to feel worn out by it. Maybe stepping back for a moment could help you catch your breath.,"It sounds like you're feeling really drained and overwhelmed by the constant stream of alerts and the unknowns they bring. That can be really stressful and affect your overall well-being. Remember that it's okay to take a step back and prioritize your own needs, maybe consider setting some boundaries around your alerts or taking breaks to recharge. Would you like to talk more about what's been going on and how you're coping?","I hear you. That sounds incredibly draining, and it's completely understandable to feel exhausted when you're constantly on edge. Please remember to be kind to yourself during this time.","Я виснажений від постійних тривог і невизначеності, яку вони приносять. Це дуже втомлює.","Я розумію, як важко постійно жити з тривогою. Ти не один у цьому — багато людей відчувають те саме. Давай спробуємо знайти маленькі способи заспокоїтись, наприклад, глибоке дихання чи розмова з близькою людиною. Ти сильніший, ніж здається.","Це цілком зрозуміло, що ви відчуваєте виснаження від постійних тривог і невизначеності. Такі емоції можуть бути дуже виснажливими, як фізично, так і психологічно. Можливо, буде корисно спробувати практикувати техніки розслаблення, такі як медитація або глибокі вдихи, щоб допомогти впоратися з тривогою. Як ви звичайно справляєтеся з тривогою, чи є у вас якісь улюблені методи?","Розумію, як це виснажує. Постійна тривога і невизначеність можуть бути надзвичайно обтяжливими. Не забувайте дбати про себе в цей непростий час."
STR_071,Stress,I find it hard to focus on anything because I'm always waiting for the next blackout or alarm.,"It sounds like you're carrying a heavy weight of constant vigilance, and that must be exhausting. Try grounding yourself in small moments—focus on your breath or a single object—when the anxiety feels overwhelming. You're not alone in this; it's okay to seek support when the world feels too unpredictable.","It sounds like you're living with a lot of uncertainty and anxiety, which can be really overwhelming. It's like you're constantly on edge, waiting for the other shoe to drop, and that can make it really tough to concentrate on anything else. Would you like to talk more about what's causing these blackouts and alarms, and see if we can find a way to help you feel more grounded and secure?","That sounds incredibly stressful. It's completely understandable that you'd be struggling to focus under such constant pressure and anxiety. Please know that it's okay to feel this way, and your feelings are valid.","Мені важко зосередитися на чомусь, бо я завжди чекаю на наступне відключення або тривогу.","Це абсолютно зрозуміло — тривога може забирати всю вашу енергію. Спробуйте зосередитися на найближчому маленькому завданні, це може допомогти відчути контроль і зменшити напругу. Ти тут не самотній, і це поступово стане легше.","Це звучить дуже важко для вас. Постійне очікування чогось поганого може бути дуже виснажливим і робить важким зосередитися на будь-чому іншому. Можливо, буде корисно знайти幾DBObject методи для управління тривогою, такі як глибоке дихання або медитація, щоб допомогти вам відчувати себе більш спокійно і зосереджено. Хочете розмовляти про це більше?","Це дуже виснажливо – жити в постійному очікуванні. Зрозуміло, що в таких умовах важко зосередитися. Бережіть себе і дозвольте собі відчувати ці емоції."
STR_072,Stress,The unstable situation makes me worry about long-term plans. I can't stop stressing about what will happen.,"It’s completely valid to feel overwhelmed when things feel uncertain—focus on small, manageable steps rather than trying to plan everything at once. Remember, it’s okay to adapt as things change, and you don’t have to have all the answers right now.","It's completely understandable to feel overwhelmed by uncertainty, and it's natural to worry about the future. Try to take things one step at a time and focus on what you can control in the present moment. Remember that it's okay to not have all the answers, and taking small steps towards your goals can help you feel more grounded and in control. Would you like to talk more about what's specifically causing you stress and see if we can break it down together?","It's completely understandable to feel that way when things are uncertain. It's a natural response to want to plan, and when that feels difficult, stress can easily creep in. Try to focus on what you *can* control right now, even if it's just small things.","Нестабільна ситуація змушує мене переживати щодо довгострокових планів. Не можу перестати стресувати через те, що буде.","Я розумію твої переживання — невизначеність дійсно може бути дуже виснажливою. Спробуй зосередитись на тому, що ти можеш контролювати прямо зараз, крок за кроком. Іноді доводиться просто довіряти, що все складеться, навіть якщо зараз це складно уявити.","Це цілком зрозуміло, що невизначеність викликає у тебе хвилювання щодо майбутнього. Давай спробуємо розбити твоє стресування на менші, більш керовані частини, і разом подумаємо над тим, які кроки ти можеш зробити зараз, щоб почувати себе більш впевнено щодо своїх довгострокових планів.","Розумію, це абсолютно природно відчувати тривогу, коли навколо стільки невизначеності. Важливо пам'ятати, що ви не наодинці з цими почуттями. Дозвольте собі переживати, але також спробуйте зосередитися на тому, що ви можете контролювати тут і зараз."
STR_073,Stress,Trying to navigate the system here for essentials like housing and utilities has been stressful.,I hear you—navigating systems for basic needs can feel overwhelming and exhausting. You're not alone in this struggle. Would it help to talk through specific challenges you're facing? Sometimes breaking it down step by step makes it more manageable.,"I can imagine how overwhelming and frustrating that must be for you. It's like trying to solve a puzzle with missing pieces, and it's affecting the basics you need to live comfortably. Have you considered reaching out to a local social services agency or non-profit organization that might be able to offer guidance and support to help you get back on track?","It sounds like you're going through a lot right now, and it's completely understandable that you're feeling stressed. Dealing with essential services can be incredibly overwhelming. Remember, you don't have to go through this alone; there are resources and people who want to help you navigate these challenges.","Спроби розібратися з системою тут для отримання базових речей, як житло та комунальні послуги, були стресовими.","Це зрозуміло — нові системи можуть бути складними, особливо коли йдеться про базові потреби. Спробуй зосередитися на одному кроці за раз і не бійся просити допомоги, якщо це потрібно.","Розібратися в системі для отримання базових речей, як житло та комунальні послуги, може бути дуже стресовим і demotivating. Чи знаєте ви когось, хто може допомогти вам у цьому процесі, або чи є певна інформація, яку ви шукаєте, щоб зробити все простіше? Можливо, існує місцевий центр допомоги або організація, яка могла б надати вам підтримку.","Розумію, наскільки це може бути виснажливо. Коли доводиться долати бюрократичні перепони ще й у стресовій ситуації, це вимагає багато сил. Тримайтеся, крок за кроком ви все владнаєте."
STR_074,Stress,I'm having a hard time talking to officials here and it's making everything feel so much harder.,"That sounds really frustrating—dealing with officials can be stressful, especially when communication feels like an obstacle. Would it help to practice what you want to say, or maybe bring someone along for support? You’re not alone in this.","Dealing with bureaucracy can be really frustrating and overwhelming. It's like there's an extra layer of stress on top of everything else you're trying to navigate. Would you like some help finding ways to communicate more effectively with the officials, or just someone to listen to how you're feeling about the situation?","That sounds incredibly frustrating, and it's completely understandable that you're feeling overwhelmed. Dealing with officials can be tough, and it's okay to feel like it's making things harder. Please know you're not alone in experiencing this.","Мені важко спілкуватися з чиновниками тут, і це ускладнює будь-які справи.","Зрозуміло, що бюрократія може бути дуже виснажливою. Спробуй знайти підтримку – чи то через знайомих, які вже мали справу з цими структурами, чи то через громадські організації, що допомагають у подібних ситуаціях. Іноді навіть один правильний контакт може суттєво полегшити процес. Ти не один у цьому!","Спілкування з чиновниками іноді буває складним, особливо якщо вони не дуже співрозмовницькі. Можливо, варто спробувати знайти когось, хто міг би допомогти вам у спілкуванні з ними, або шукати пораду в тих, хто вже мав подібний досвід. Як саме ця ситуація впливає на вас зараз?","Ох, я розумію, наскільки це може бути виснажливо. Коли стикаєшся з бюрократією, це може здаватися непереборним. Пам'ятай, що ти не одна в цьому, і є люди та організації, які можуть допомогти тобі зорієнтуватися."
STR_075,Stress,Adjusting to the new cultural norms is harder than I thought and is causing me stress.,It’s completely normal to feel this way—adjusting to a new culture takes time and patience. Try to focus on small wins and give yourself grace as you navigate this transition.,"It can be really tough to navigate unfamiliar cultural norms and feel like you're not quite fitting in. Remember that it's completely normal to feel overwhelmed and that it's okay to take your time to adjust. Would you like to talk about some of the specific challenges you're facing, and I can try to offer some support and guidance?","It's completely understandable that you're feeling stressed. Cultural adjustments can be incredibly challenging, and it's okay to acknowledge that difficulty. Be kind to yourself during this process; it takes time and patience to adapt.","Пристосування до нових культурних норм є складнішим, ніж я думав, і це викликає у мене стрес.","Це абсолютно нормально відчувати таке — адаптація до нового середовища завжди вимагає часу та енергії. Давай разом подумаємо, які маленькі кроки можуть полегшити твій процес.","Я цілком розумію, як важко адаптуватися до нових культурних норм. Це цілком нормально відчувати стрес і невпевненість під час цього процесу. Можливо, дозволити собі час на освоєння нових звичок і спілкування з людьми з різних культурних середовищ допоможе вам почувати себе більш комфортно. Як я можу підтримати вас зараз?","Я розумію, що адаптація до нової культури може бути надзвичайно виснажливою. Це абсолютно нормально відчувати стрес у такій ситуації, і ви не самотні у цьому. Будьте терплячими до себе, і пам'ятайте, що кожен крок, навіть найменший, є прогресом."
STR_076,Stress,Even finding essentials is a challenge with the current conditions. It's so stressful.,"I hear you—it's incredibly frustrating when even the basics feel out of reach. You're not alone in this, and it's okay to feel overwhelmed. Let's take it one step at a time—what's the most urgent thing you need right now?","I totally get it, it can be really overwhelming and frustrating when everyday tasks become a struggle. Remember that you're not alone in this, and it's okay to take a step back and prioritize your own well-being when things feel too much. Would you like to talk about what's been the most challenging part for you lately?","I hear you. It's incredibly tough when even the basics feel out of reach, and that stress is completely understandable. Please know you're not alone in feeling this way.",Навіть пошук базових потреб стає проблемою через поточні умови. Це дуже стресово.,"Я розумію, як це важко – коли навіть базові речі, як їжа чи ліки, стають випробуванням. Ваші емоції цілком природні в такій ситуації. Можливо, є місцеві волонтерські ініціативи чи сусідська підтримка, які могли б допомогти? Ви не самі з цим.","Мені дуже жаль, що ви зараз переживаєте такі труднощі. Пошук базових потреб під час складних умов може бути дуже виснажливим, як фізично, так і емоційно. Будьте ласкаві до себе і спробуйте знайти будь-яку підтримку, яку можете, навіть якщо це тільки хтось, з ким можна поговорити.","Я розумію, що це надзвичайно важко, коли навіть базові речі стають проблемою. Це величезний стрес, і ви не самотні в цих відчуттях. Сподіваюся, що ситуація покращиться якнайшвидше."
STR_077,Stress,The noise from constant drills and alerts is really wearing me down mentally.,That sounds incredibly draining—constant noise like that can really take a toll. Have you tried noise-canceling headphones or even just taking short breaks in quieter spaces when possible? Small adjustments might help ease the strain.,"It can be really overwhelming and stressful to deal with constant noise, especially when it's from something as jarring as drills and alerts. Have you considered finding ways to block out the noise, like using earplugs or noise-cancelling headphones, or taking breaks to get some quiet time? Taking care of your mental well-being is important, and finding ways to manage the noise might help you feel more grounded and calm.",That sounds incredibly draining. It's completely understandable to feel worn down when you're constantly exposed to such disruptive noise. Please remember to take moments for yourself and find quiet spaces whenever you can.,Шум від постійних навчань та тривог дуже виснажує мене психологічно.,"Я розумію, як важко постійно перебувати у напрузі. Давай спробуємо знайти маленькі острови спокою серед цього шуму — навіть кілька хвилин глибокого дихання чи улюблена музика можуть стати опорою. Ти не один у цьому.  

(Якщо хочеш, можемо разом знайти конкретні способи полегшити стан — пиши, що зараз відчуваєш найбільш виснажливим). 💛","Це зрозуміло, що постійний шум і тривога можуть бути дуже виснажливими для психіки. Можливо, варто спробувати знайти моменти спокою та тиші в своєму розпорядку дня, щоб дати собі можливість відпочити і перезарядитися. Чи ви вже пробували якісь техніки для减ення стресу, наприклад, медитацію чи глибокі вдихи?","Я розумію, як це виснажує. Постійний шум і тривога можуть сильно впливати на психіку. Пам'ятайте, що ваші почуття абсолютно нормальні в такій ситуації. Подбайте про себе, наскільки це можливо, дайте собі час на відпочинок і постарайтеся знайти моменти тиші."
STR_078,Stress,"My family is constantly worried, and it's making it hard for me to stay calm.","It’s tough when the people around you are anxious—their energy can definitely rub off on you. Try setting small boundaries, like taking short breaks to breathe or go for a walk, so their worries don’t overwhelm you. You might also gently remind them (and yourself) that while their concerns are valid, staying calm helps everyone think more clearly. You’ve got this. 💙","It can be really overwhelming when the people around you are stressed and anxious, and it's totally understandable that you're feeling that way too. Have you tried talking to your family about how their worries are affecting you, or finding some ways to take a step back and prioritize your own calm when things get intense? Sometimes just taking a few deep breaths or doing something that relaxes you can help you feel more centered.","That sounds incredibly tough. It's completely understandable that their worry is affecting your own peace of mind. Remember, it's okay to create some space for yourself to protect your own emotional well-being.","Моя сім'я постійно хвилюється, і це утруднює мою здатність зберігати спокій.","Я розумію, як важко залишатися спокійним, коли твої близькі перебувають у стресі. Спробуй знаходити маленькі моменти для себе – навіть кілька хвилин глибокого дихання можуть допомогти. Ти не один у цьому.","Я відчуваю, що це може бути дуже виснажливим для вас, коли ви намагаєтесь залишатися спокійним, тоді як ваша сім'я переживає турботи. Можливо, ви зможете знайти кілька хвилин на день, щоб зробити щось, що допомагає вам розслабитись, наприклад, глибокі вдихи, прогулянка на свіжому повітрі чи медитація. Якби ви хотіли поговорити про те, через що проходить ваша сім'я, іноді поділитися своїми турботами може допомогти впоратися з ними. Чи є щось конкретне, що турбує вашу сім'ю зараз?","На жаль, це може бути дуже виснажливо, коли ви відчуваєте, що берете на себе емоції інших. Важливо пам'ятати, що ви не несете відповідальності за почуття вашої родини, і ви маєте право захищати свій власний емоційний простір. Можливо, варто спробувати встановити деякі межі або знайти час для себе, щоб відновити сили."
STR_079,Stress,"The political situation is so unpredictable, and the constant tension is getting to me.",It sounds like the uncertainty is really weighing on you—that’s completely understandable. Maybe taking small breaks from the news or focusing on things within your control could help ease some of that stress. You’re not alone in feeling this way.,"It's completely understandable to feel that way, especially when the news can be overwhelming and unpredictable. Remember that it's okay to take a step back and prioritize your own well-being when things feel too much. Would you like to talk about what's been on your mind specifically, or is there something that's been helping you cope with the stress so far?",I hear you. It's completely understandable to feel that way when things are so uncertain. Remember to take breaks from the news and focus on what you can control in your immediate environment. Your well-being is important.,"Політична ситуація настільки непередбачувана, і постійна напруга мене дуже літає.","Я розумію, як важко залишатися спокійним у таких нестабільних умовах. Важливо знаходити моменти для себе, обмежувати потік новин, якщо вони занадто виснажують. Ти не самотній у цих почуттях – багато людей зараз переживають схоже.","Я зрозуміло, що політична нестабільність може бути дуже стресовою та виснажливою. Постійна напруга та невизначеність можуть впливати на ваше психічне здоров'я та відчуття безпеки. Чи є щось конкретне, що ви можете зробити, щоб захистити себе від цього стресу та зберегти своє благополуччя в ці складні часи?","Я розумію, що таке напруження може бути виснажливим. Важливо пам'ятати про своє ментальне здоров'я в такі часи. Спробуйте знайти способи відволіктися і подбати про себе."
STR_080,Stress,I'm constantly stressed thinking about how to keep my family safe with everything going on.,"I hear how heavy that must feel—it’s completely understandable to worry about your loved ones right now. Maybe focusing on small, practical steps could help ease some of that weight, like creating a safety plan together. You’re not alone in this.","It's completely understandable to feel overwhelmed with concerns for your family's safety, and it's great that you're thinking ahead and wanting to protect them. Taking small, practical steps like creating a safety plan and staying informed about potential risks can help you feel more in control. Remember to also prioritize your own well-being and take breaks when you need them, so you can be there for your loved ones. What specific concerns are weighing on your mind the most right now?","It's completely understandable to feel that way. Many people are feeling increased anxiety about their loved ones' safety right now. Remember to focus on what you can control, and allow yourself moments of peace amidst the worry.","Я постійно переживаю, як забезпечити безпеку моєї сім'ї, при всьому тому, що зараз відбувається.","Це абсолютно природно переживати за близьких у таких умовах. Зосередьтеся на тому, що ви можете контролювати: створіть план дій на випадок непередбачуваних ситуацій, тримайте зв’язок із родиною та дбайте про емоційну підтримку одне одного.","Я зрозуміло, що зараз ви переживаєте складний період і турбота про безпеку своєї сім'ї є цілком природною. Це нормально відчувати тривогу, але спробуйте не дозволяти їй повністю контролювати ваші думки. Спробуйте фокусуватися на тих аспектах, які ви можете контролювати, і шукайте підтримку серед близьких або фахівців, якщо це необхідно.","Це цілком природно, що ви переживаєте за безпеку родини в такий час. Ваші почуття зрозумілі, і багато хто поділяє їх. Пам'ятайте, що навіть маленькі кроки, які ви робите для захисту своїх близьких, вже є важливими. Тримайтеся."
STR_081,Stress,"The current economic situation has made daily life very stressful, and I'm constantly worried about finances.","It’s completely understandable to feel this way—financial stress can weigh heavily on anyone. Try breaking things down into small, manageable steps, like budgeting or seeking community resources, to regain a sense of control. You’re not alone in this, and it’s okay to reach out for support when you need it.","I can totally understand why you'd be feeling that way - financial stress can be overwhelming and affect every aspect of life. It might help to take things one step at a time and focus on what you can control, like creating a budget or finding ways to cut back on expenses. Remember, you're not alone in this struggle, and there are resources available to help you navigate these challenging times. Would you like some help exploring those options or just need someone to talk to?","I completely understand. It's incredibly tough when financial worries cast a shadow over everything. Please remember you're not alone in feeling this way, and it's okay to acknowledge the stress. We can explore some resources together if you'd like.","Поточна економічна ситуація робить щоденне життя дійсно стресовим, і я постійно турбуюся про фінанси.","Я розумію, як це важко – фінансова невизначеність дійсно може викликати тривогу. Давай спробуємо знайти маленькі кроки, щоб полегшити цей тиск, наприклад, скласти простий бюджет або знайти способи заощадження на дрібницях. Ти не один у цьому.","Це цілком зрозуміло, що ви відчуваєте стрес через поточну економічну ситуацію - це переломний час для багатьох людей. Можливо, буде корисно виділити час, щоб переглянути свій бюджет і звернутися до фінансового радника, якщо це можливо. Пам'ятайте, що ви не самі боретеся з цим, і розмови про свої турботи з друзями, сім'єю або фахівцем можуть допомогти зняти деякий тиск.","Я чудово розумію, як важко переживати такі часи. Економічні негаразди можуть сильно впливати на наше самопочуття, і цілком нормально відчувати стрес та занепокоєння. Пам'ятайте, ви не самотні в цьому."
